query-id match-id score boundaries resolved cond-evalue indp-evalue
P36027 Mid2 220.4 178-329 178-329 4.5e-70 8.7e-66
P29952 PMI_typeI 565.5 5-392 5-392 6.2e-174 5.9e-170
P38996 RRM_1 40.3 332-395 332-395 1.2e-14 2.2e-10
P42846 Kri1 54.7 285-397 285-397 1.3e-18 1.3e-14
P42846 Kri1_C 104.7 442-543 442-543 2.5e-34 2.4e-30
P50112 GPI-anchored 40.7 25-129 25-129 3.3e-14 3.2e-10
P50112 KRE9 155.1 163-264 163-264 8.2e-50 7.8e-46
P38210 Rsc14 117.8 7-106 7-106 1.7e-38 3.2e-34
Q04377 LCD1 698.3 77-745 77-745 5.2e-214 9.9e-210
Q07508 LUC7 201.3 9-254 9-254 1.1e-63 2.1e-59
P43564 DUF726 478.5 536-875 536-875 5.2e-148 1e-143
P40081 Acid_PPase 147.5 3-176 3-176 1.8e-47 3.4e-43
P41940 NTP_transferase 192.9 2-236 2-236 1.1e-60 7.2e-57
P41940 Hexapep 30.8 260-295 260-295 2.7e-11 1.7e-07
P0CD99 Sugar_tr 324.3 100-560 100-560 1.4e-100 1.3e-96
P14908 RrnaAD 296.3 11-316 11-316 8.4e-93 1.6e-88
Q03825 LisH 30.5 53-79 53-79 1.3e-11 2.4e-07
P53914 DUF1726 113.5 108-202 108-202 7.2e-37 3.5e-33
P53914 Helicase_RecD 219.3 280-493 280-493 6.9e-69 3.3e-65
P53914 GNAT_acetyltr_2 334.5 536-767 536-767 6.2e-104 3e-100
P53914 tRNA_bind_2 310 773-1008 773-1008 2.5e-96 1.2e-92
Q04751 Acetyltransf_1 44.2 111-245 111-245 4.2e-15 2e-11
Q03674 PLA2_B 750.8 101-588 101-588 2.8e-230 5.3e-226
Q00402 Mcp5_PH 152.5 2566-2684 2566-2684 1.2e-48 5.6e-45
Q02199 Nucleoporin_FG 36.1 63-151 63-149 5e-13 9.5e-09
Q02199 Nucleoporin_FG 31.5 148-251 150-251 1.3e-11 2.6e-07
P32332 Mito_carr 61.8 18-116 18-116 2.4e-21 4.7e-17
P32332 Mito_carr 63.7 124-223 124-223 6.1e-22 1.2e-17
P32332 Mito_carr 57.8 226-317 226-317 4.4e-20 8.4e-16
Q99297 Mito_carr 86.2 8-111 8-111 5.8e-29 1.1e-24
Q99297 Mito_carr 64.6 116-204 116-204 3.3e-22 6.3e-18
Q99297 Mito_carr 70 207-304 207-304 6.9e-24 1.3e-19
P38787 ApbA 127.4 9-173 9-173 3.7e-41 3.6e-37
P38787 ApbA_C 86.3 216-363 216-363 2.1e-28 2e-24
P38131 Glyco_transf_15 374.8 80-413 80-413 2.3e-116 4.3e-112
Q04087 LRS4 276.5 5-232 5-232 1.1e-86 2.1e-82
P43603 Ysc84 140 88-214 88-214 7e-45 3.3e-41
P43603 SH3_1 58.7 406-453 406-453 7.1e-20 3.4e-16
P38157 Zn_clus 47.9 6-43 6-43 1.1e-16 1.1e-12
P38157 Fungal_trans 23.7 87-317 87-317 2.3e-09 2.2e-05
P39692 FAD_binding_1 257.6 643-856 643-856 1e-80 9.7e-77
P39692 NAD_binding_1 31.9 887-994 887-994 1.8e-11 1.7e-07
P47083 Mpp10 443.5 14-544 14-544 6.4e-137 1.2e-132
P39943 zf-C2H2 26.2 45-69 45-69 3.9e-10 7.5e-06
P34232 Mtr2 278.8 13-184 13-184 7.8e-88 1.5e-83
P42939 Mvb12 131.1 9-98 9-98 8.2e-43 1.6e-38
P43619 QRPTase_N 64.5 30-117 30-117 7.5e-22 7.2e-18
P43619 QRPTase_C 207.1 119-292 119-292 1.6e-65 1.6e-61
P53920 Trypsin_2 74.4 104-250 104-250 5.1e-24 2e-20
P53920 PDZ 41.1 290-375 290-375 4.6e-14 1.8e-10
P53920 PDZ_1 127.5 392-469 392-469 4.1e-41 1.6e-37
P53920 PDZ_1 58.4 867-944 867-944 1.5e-19 5.6e-16
P39683 NAPRTase_N 127.6 10-140 10-140 3.4e-41 3.3e-37
P39683 NAPRTase 236.2 172-416 172-416 4.3e-74 4.1e-70
P53164 zf-NADH-PPase 31 174-205 174-205 1.7e-11 1.6e-07
P53164 NUDIX 56.8 220-348 220-348 2.6e-19 2.5e-15
P34909 zf-RING_4 71.7 33-82 33-82 3.4e-24 3.2e-20
P14743 NMT 249.5 58-217 58-217 2e-78 1.3e-74
P14743 NMT_C 267.3 231-453 231-453 1.3e-83 8.3e-80
P53718 Whi5 39.5 103-127 103-127 1.7e-14 3.3e-10
Q05541 MAGE 153.8 31-149,181-269 31-149,181-269 2.8e-49 5.3e-45
P53125 WAC_Acf1_DNA_bd 121 24-124 24-124 4e-39 2.6e-35
P53125 DDT 41 424-478 424-478 2.8e-14 1.8e-10
P53125 WSD 42 868-961,996-1046 868-961,996-1046 1.7e-14 1.1e-10
P36005 Pkinase 200.1 23-318 23-318 4.5e-63 4.3e-59
Q12502 LDB19 340.9 144-346 144-346 2.2e-106 2.2e-102
Q02205 LAMTOR 68.2 14-92 14-92 4.1e-23 7.8e-19
Q12171 MDM31_MDM32 79.7 90-220 90-217 1.1e-26 2e-22
Q12171 MDM31_MDM32 110 214-438 218-438 6.7e-36 1.3e-31
Q03455 Cation_efflux 155.7 388-585 388-585 6.8e-50 1.3e-45
P35719 DUF3294 309.7 1-219 1-219 5.8e-97 1.1e-92
Q04439 Myosin_head 770.2 38-702 38-702 4.6e-235 1.8e-231
Q04439 Myosin_TH1 175.5 760-955 760-955 2.6e-55 9.9e-52
Q04439 SH3_1 47.7 1091-1139 1091-1139 2.4e-16 9.3e-13
P40165 YjeF_N 118.7 28-204 28-204 1.3e-38 2.5e-34
P32838 Metallophos 117.8 43-251 43-251 5e-38 9.5e-34
P13185 Pkinase 222.3 120-398 120-398 1.9e-69 7.3e-66
P13185 KA1 66.4 1020-1064 1020-1064 3.5e-22 1.4e-18
P38828 AD 84.2 82-170 82-170 2.8e-28 5.4e-24
P32569 Med17 573.1 11-45,91-569 11-45,91-569 2.3e-176 4.4e-172
Q08268 MFS_1 96.8 96-442 96-442 6.7e-32 1.3e-27
Q02574 Hus1 53.1 1-163,195-333 1-163,195-333 1.4e-18 2.7e-14
P40185 Ribonuc_L-PSP 147.1 26-143 26-143 1.2e-47 2.3e-43
Q04533 Cys_Met_Meta_PP 73.3 302-644 302-644 7.3e-25 1.4e-20
Q03218 Cation_efflux 142.1 164-381 164-381 1e-45 1.9e-41
P07266 Ydc2-catalyt 150.1 11-357 11-357 5.7e-48 1.1e-43
P35728 DWNN 112.4 5-78 5-78 5.1e-37 9.7e-33
P13712 CAF1C_H4-bd 70.3 21-89 21-89 2.7e-23 1.3e-19
P13712 eIF2A 26.6 197-362 197-362 1e-09 5e-06
P13712 WD40 20.6 374-413 374-413 1.3e-07 0.00062
P53896 Pga1 207.9 14-189 14-189 5.3e-66 1e-61
Q03264 Exo_endo_phos 120 115-235,278-338,412-504 115-235,278-338,412-504 6.7e-39 1.3e-34
P39744 Noc2 426.2 352-663 352-663 3.4e-132 6.5e-128
P32494 Ada3 154.4 506-649 506-649 9.4e-50 1.8e-45
P40991 Methyltr_RsmF_N 32.3 244-335 244-335 1.2e-11 1.1e-07
P40991 Methyltr_RsmB-F 275.7 338-547 338-547 2.2e-86 2.1e-82
P40010 GN3L_Grn1 80.1 14-89 14-89 1.6e-26 1e-22
P40010 MMR_HSR1 52.1 282-408 282-408 1e-17 6.6e-14
P53397 OGG_N 82 7-126 7-126 3.9e-27 3.7e-23
P53397 HhH-GPD 85.7 127-201,251-291 127-201,251-291 2.8e-28 2.7e-24
P38853 Kelch_5 25.7 121-163 121-163 2.3e-09 7.5e-06
P38853 Kelch_5 24.5 234-277 234-277 5.8e-09 1.9e-05
P38853 Kelch_4 20.1 296-347 296-347 1.5e-07 0.00049
P38620 Pribosyltran_N 141.7 6-124 6-124 1.5e-45 9.4e-42
P38620 Pribosyl_synth 102.3 201-314 201-314 4.8e-33 3e-29
P32487 AA_permease 462.7 114-578 114-578 1.3e-142 1.3e-138
P40089 LSM 69.8 10-83 10-83 6.4e-24 1.2e-19
P33308 Med9 84.4 64-147 64-147 2.4e-28 4.6e-24
P38341 AIM5 27.8 40-103 40-103 1.8e-10 3.5e-06
P25573 Mgr1 152.1 1-139 1-139 1e-48 2e-44
P25573 Mgr1 379.9 139-388 140-388 6.7e-118 1.3e-113
P38888 Glyco_hydro_47 364.2 42-502 42-502 5.8e-113 1.1e-108
P07884 IPPT 250.6 49-303 49-303 1.8e-78 1.8e-74
P38191 Yippee-Mis18 58.8 41-138 41-138 2.9e-20 5.5e-16
P38590 DSPc 136.2 242-372 242-372 3.1e-44 6e-40
Q12317 RabGAP-TBC 145.9 150-387 150-387 7.3e-47 1.4e-42
P53070 GIDA 527 38-439 38-439 5.1e-162 3.3e-158
P53070 GIDA_C 225.1 442-658 442-658 1.8e-70 1.1e-66
Q02866 VPS9 61.9 313-410 313-410 3.1e-21 5.9e-17
P16603 Flavodoxin_1 109.3 63-199 63-199 3e-35 1.9e-31
P16603 FAD_binding_1 263.4 261-481 261-481 2.6e-82 1.6e-78
P16603 NAD_binding_1 81.6 538-656 538-656 9.6e-27 6.2e-23
Q12460 NOP5NT 72.8 6-72 6-72 2.5e-24 2.4e-20
Q12460 Nop 270.2 180-414 180-414 1.4e-84 1.3e-80
P11633 HMG_box 86.6 27-95 27-95 1.2e-28 1.2e-24
P32495 Ribosomal_L7Ae 96 41-134 41-134 4.4e-32 8.4e-28
P33331 NTF2 125.3 8-121 8-121 1e-40 1.9e-36
P38794 Cyclin_N 34.9 47-179 47-179 5.9e-13 1.1e-08
P38212 RCR 110.3 41-206 41-206 4.9e-36 9.3e-32
P30605 Sugar_tr 452.6 89-546 89-546 2.5e-139 1.6e-135
Q07532 Iwr1 54.1 151-220 151-220 1.3e-18 2.4e-14
P53153 SNase 99.8 149-261 149-261 6.1e-33 1.2e-28
Q07799 PH_12 29.6 450-597 450-597 4.6e-11 8.9e-07
Q08777 MFS_1 82.8 109-453 109-453 2.4e-27 2.3e-23
Q12124 Med2 119.3 27-126 27-126 3.6e-39 6.9e-35
Q12019 AAA_5 72.7 310-445 310-445 6.6e-23 3.1e-20
Q12019 AAA_lid_7 72.1 465-580 465-580 8.9e-23 4.2e-20
Q12019 AAA_5 35.6 648-705 648-705 1.8e-11 8.5e-09
Q12019 AAA_5 23.7 799-896 799-896 8.7e-08 4.1e-05
Q12019 AAA_lid_5 98.4 910-1015 910-1015 5.1e-31 2.4e-28
Q12019 AAA_5 75.3 1078-1214 1078-1214 1e-23 4.7e-21
Q12019 AAA_lid_7 42 1226-1320 1226-1320 2e-13 9.4e-11
Q12019 AAA_5 27.4 1363-1429 1363-1429 6.2e-09 2.9e-06
Q12019 AAA_5 52.7 1440-1558 1440-1558 1e-16 4.7e-14
Q12019 AAA_5 61.8 1742-1879 1742-1879 1.5e-19 7e-17
Q12019 AAA_lid_7 47.6 1891-1991 1891-1991 3.6e-15 1.7e-12
Q12019 AAA_5 30.9 2165-2276 2165-2276 5.4e-10 2.5e-07
P53051 Alpha-amylase 435.2 37-408 37-408 1.2e-134 2.2e-130
Q06436 zf-RING_UBOX 29.5 195-247 195-247 6e-11 5.8e-07
Q02046 THF_DHG_CYH 81.7 8-121 8-121 4.7e-27 4.5e-23
Q02046 THF_DHG_CYH_C 51.7 132-315 132-315 6.3e-18 6e-14
Q08689 Acetyltransf_1 31.4 18-147 18-147 2.1e-11 2e-07
P32377 GHMP_kinases_N 35.9 105-163 105-163 7.5e-13 7.2e-09
P32377 MDD_C 227 194-382 194-382 1.6e-71 1.5e-67
Q03210 Exo_endo_phos 103.1 112-319,392-485 112-319,392-485 9.1e-34 1.7e-29
P22211 Pkinase 162.3 438-676,712-742 438-676,712-742 1.5e-51 1.5e-47
P25655 CNOT1_HEAT_N 297.2 169-392 169-392 2.7e-92 8.6e-89
P25655 CNOT1_HEAT 53.1 405-547 405-547 1.2e-17 3.7e-14
P25655 CNOT1_TTP_bind 143.8 583-754 583-754 1.1e-45 3.4e-42
P25655 CNOT1_CAF1_bind 286.4 777-999 777-999 4.1e-89 1.3e-85
P25655 DUF3819 148.4 1086-1228 1086-1228 4.3e-47 1.4e-43
P25655 Not1 426.8 1711-2079 1711-2079 2.1e-131 6.6e-128
P53081 NIF3 222.1 12-275 12-275 4.7e-70 9e-66
Q08208 RRM_1 54.2 281-350 281-350 5.3e-19 1e-14
P31378 HhH-GPD 84.7 148-220,254-296 148-220,254-296 6.2e-28 5.9e-24
P31378 HHH 28.9 222-250 222-250 7.4e-11 7.1e-07
Q92316 Ost5 55.5 14-86 14-86 2.9e-19 5.6e-15
Q03028 Mito_carr 87.8 7-113 7-113 1.9e-29 3.6e-25
Q03028 Mito_carr 51.4 121-209 121-209 4.2e-18 8e-14
Q03028 Mito_carr 62.6 211-305 211-305 1.3e-21 2.6e-17
P41816 Oxidored_FMN 384.3 16-368 16-368 2.9e-119 5.5e-115
P35845 Ank_4 23.1 53-117 53-117 3.5e-08 8.4e-05
P35845 PH 39.8 282-379 282-379 2.2e-13 5.4e-10
P35845 Oxysterol_BP 444.1 799-1177 799-1177 1.4e-136 3.5e-133
P53318 FAD_binding_3 63.2 27-410 27-410 1.4e-21 2.6e-17
P00044 Cytochrom_C 44.6 9-107 9-107 2.6e-15 2.5e-11
P32898 Peptidase_M16 24.4 73-192 73-192 3.9e-09 2.5e-05
P32898 Peptidase_M16_C 74.2 221-407 221-407 2.2e-24 1.4e-20
P32898 M16C_assoc 246.8 479-723 479-723 3e-77 1.9e-73
P32898 Peptidase_M16_C 46.5 737-911 737-911 7e-16 4.5e-12
Q12429 Diphthami_syn_2 117.4 1-255 1-255 6.9e-38 6.7e-34
Q12429 Ribonuc_L-PSP 38.9 315-418 315-418 8e-14 7.7e-10
P53200 N6-adenineMlase 211.7 61-241 61-241 3.1e-67 5.9e-63
Q00582 Gtr1_RagA 316.2 8-250 8-250 3.2e-98 1.2e-94
P32769 HBS1_N 51.1 4-84 4-84 2.3e-17 1.5e-13
P32769 GTP_EFTU 146.7 165-412 165-412 9.7e-47 6.2e-43
P10961 HSF_DNA-bind 112.5 175-275 175-275 5.9e-37 1.1e-32
P31539 Clp_N 16.6 18-47 18-47 3.1e-06 0.0067
P31539 Clp_N 40.2 99-149 99-149 1.3e-13 2.9e-10
P31539 AAA 54 208-341 208-341 1.1e-17 2.3e-14
P31539 AAA_lid_9 95.2 344-451 344-451 9.8e-31 2.1e-27
P31539 AAA_2 153.6 605-769 605-769 2.6e-48 5.6e-45
P31539 ClpB_D2-small 82.8 775-857 775-857 6.6e-27 1.4e-23
P20459 S1 53.1 13-88 13-88 3.5e-18 3.3e-14
P20459 EIF_2_alpha 134 126-237 126-237 2.6e-43 2.5e-39
P40051 AMP_N 122.1 70-192 70-192 1.2e-39 1.1e-35
P40051 Peptidase_M24 176.1 251-474 251-474 8.4e-56 8.1e-52
P52489 PK 518 20-367 20-367 1e-159 9.9e-156
P52489 PK_C 109.5 382-500 382-500 1.2e-35 1.1e-31
Q04431 Kre28 265 1-384 1-384 4.9e-83 9.4e-79
P48439 OST3_OST6 264.1 26-340 26-340 8.5e-83 1.6e-78
P40219 Osw5 89.6 6-75 6-75 5.6e-30 1.1e-25
P07264 Aconitase 527.2 14-471 14-471 4.5e-162 4.4e-158
P07264 Aconitase_C 159.7 545-672 545-672 4.9e-51 4.7e-47
P38800 GRAM 92.7 548-659 548-659 1.5e-30 1.4e-26
P38800 VASt 115.3 761-910 761-910 3.6e-37 3.4e-33
P38800 VASt 112.1 971-1119 971-1119 3.6e-36 3.4e-32
P22855 Glyco_hydro_38N 285.9 290-559 290-559 7.5e-89 3.6e-85
P22855 Alpha-mann_mid 98.3 565-664 565-664 4.8e-32 2.3e-28
P22855 Glyco_hydro_38C 202.5 709-928 709-928 1.9e-63 9.2e-60
P22855 Glyco_hydro38C2 34.4 985-1080 985-1080 4e-12 1.9e-08
Q02889 Romo1 98.9 14-79 14-79 8.6e-33 1.6e-28
P53050 HSF_DNA-bind 80 6-116 6-116 8.3e-27 1.6e-22
P11914 Peptidase_M16 152.9 29-176 29-176 6.7e-49 6.4e-45
P11914 Peptidase_M16_C 164 181-374 181-374 4.2e-52 4e-48
P10566 Mito_carr 79.9 29-123 29-123 5.4e-27 1e-22
P10566 Mito_carr 58.5 126-215 126-215 2.6e-20 5e-16
P10566 Mito_carr 67.7 215-314 216-314 3.4e-23 6.5e-19
P23641 Mito_carr 64.6 14-105 14-105 3.2e-22 6.1e-18
P23641 Mito_carr 51.8 112-201 112-201 3.3e-18 6.3e-14
P23641 Mito_carr 36.3 210-300 210-300 2.1e-13 4.1e-09
P47018 DUF5427 413.1 13-478 13-478 9.1e-128 1.7e-123
Q12207 MARVEL 101.2 3-140 3-140 2.7e-33 5.2e-29
P52920 ParA 312.7 70-322 70-322 3.4e-97 1.6e-93
P36052 Methyltransf_28 104 91-357 91-357 5.6e-34 1.1e-29
P54791 ORC4_C 134.9 286-517 286-517 1.4e-43 2.6e-39
P50942 Syja_N 259.7 61-118,156-401 61-118,156-401 4.3e-81 4.1e-77
P50942 Exo_endo_phos 55.9 596-648,689-727,769-874 596-648,689-727,769-874 5.1e-19 4.9e-15
Q03694 Inp1 144.8 79-260 79-260 9e-47 1.7e-42
P05986 Pkinase 248.6 88-342 88-342 7.3e-78 7e-74
Q07980 HATPase_c_3 31.4 21-143 21-143 1.7e-11 1.7e-07
Q07980 DNA_mis_repair 45.2 241-358 241-358 7.1e-16 6.8e-12
P40965 MutS_II 85 104-252 104-252 1.2e-27 5.7e-24
P40965 MutS_III 102.2 270-438,542-581 270-438,542-581 9.4e-33 4.5e-29
P40965 MutS_IV 61.7 447-541 447-541 1.4e-20 6.6e-17
P40965 MutS_V 198.4 630-816 630-816 2.4e-62 1.1e-58
P52918 Exportin-5 868.8 332-711,743-1186 332-711,743-1186 1.9e-265 3.7e-261
P38694 Aldedh 436 104-587 104-587 7.7e-135 1.5e-130
P23059 LSM 46.6 4-68 4-68 1.1e-16 2.1e-12
P48234 NUC153 42.4 479-507 479-507 2.4e-15 4.6e-11
Q12514 Not3 179.9 2-154 2-150 5.8e-57 5.6e-53
Q12514 Not3 56.8 146-213 151-213 2.4e-19 2.3e-15
Q12514 NOT2_3_5 129.1 386-421,459-557 386-421,459-557 1.2e-41 1.1e-37
P34227 AhpC-TSA 106.8 51-189 51-189 1.1e-34 6.9e-31
P34227 1-cysPrx_C 48.2 209-247 209-247 1.2e-16 7.4e-13
Q05549 DEAD 81.3 292-472 292-472 1.5e-26 7.4e-23
Q05549 Helicase_C 49.8 516-633 516-633 8.3e-17 4e-13
Q05549 DUF1998 67.9 900-989 900-989 2.2e-22 1.1e-18
Q06592 Acetyltransf_1 57.8 22-144 22-144 2e-19 1.3e-15
Q12522 eIF-6 272.2 4-204 4-204 1.1e-85 2.1e-81
P39522 ILVD_EDD 698.9 55-581 55-581 2.2e-214 4.2e-210
Q06406 LSM 63.7 14-83 14-83 5.1e-22 9.7e-18
Q01662 zf-C6H2 58.2 22-68 22-68 7.8e-20 7.4e-16
Q01662 Peptidase_M24 180.2 136-365 136-365 4.7e-57 4.5e-53
Q12285 Get5_bdg 84.9 8-60 8-60 4.1e-28 2e-24
Q12285 ubiquitin 51.6 70-151 70-151 1.3e-17 6.4e-14
Q12285 Get5_C 57.2 174-212 174-212 2.4e-19 1.1e-15
P20484 WD40 15.9 42-78 42-78 3e-06 0.019
P20484 WD40 21.4 82-135 82-135 5.7e-08 0.00036
P20484 WD40 29.1 139-177 139-177 2e-10 1.3e-06
P20484 WD40 13.9 291-330 291-330 1.3e-05 0.083
P53091 MCM_N 86.8 112-192,246-269 112-192,246-269 4e-28 1.3e-24
P53091 MCM_OB 136.8 275-405 275-405 1.1e-43 3.6e-40
P53091 MCM 343.6 512-735 512-735 1.1e-106 3.6e-103
P53091 MCM_lid 92.5 749-835 749-835 5.6e-30 1.8e-26
P53091 MCM6_C 107.6 900-1007 900-1007 1.2e-34 3.7e-31
P35191 DnaJ 86.4 61-122 61-122 1.8e-28 1.1e-24
P35191 DnaJ_C 90.2 202-227,295-430 202-227,295-430 2.2e-29 1.4e-25
P35191 DnaJ_CXXCXGXG 42.9 230-292 230-292 8.4e-15 5.3e-11
P03879 Cytochrome_B 244.7 17-205 17-205 1.4e-76 6.5e-73
P03879 LAGLIDADG_1 39.1 408-497 408-497 2.6e-13 1.3e-09
P03879 LAGLIDADG_1 29.2 514-608 514-608 3e-10 1.5e-06
P38156 Sugar_tr 368.6 102-561 102-561 4.9e-114 4.7e-110
P53152 UQ_con 67.6 9-136 9-136 4.6e-23 8.8e-19
P10507 Peptidase_M16 179.3 36-184 36-184 4.8e-57 4.6e-53
P10507 Peptidase_M16_C 133 189-380 189-380 1.4e-42 1.3e-38
P39016 PUF 27.9 214-247 214-247 7.8e-11 1.5e-06
P39016 PUF 22.8 252-285 252-285 3e-09 5.7e-05
P39016 PUF 26 288-320 288-320 2.9e-10 5.6e-06
P39016 PUF 18.1 331-365 331-365 8.7e-08 0.0017
P39016 PUF 36.4 369-403 369-403 1.6e-13 3.1e-09
P39016 PUF 5.7 408-426 408-426 0.00067 13
P33201 Ribosomal_L10 71.7 18-120 18-120 4.7e-24 4.5e-20
P33201 RL10P_insert 55.2 125-208 125-208 6.1e-19 5.9e-15
Q03151 MMR_HSR1 51.5 152-313 152-313 5.2e-18 9.9e-14
Q08444 PIN_6 109.6 12-102 12-102 8.9e-36 8.5e-32
Q08444 NOB1_Zn_bind 88.2 294-371 294-371 3.2e-29 3.1e-25
P53204 CTP_transf_like 110.4 163-355 163-355 4.4e-36 8.5e-32
Q02207 adh_short 140 10-206 10-206 1.4e-44 6.7e-41
Q02207 adh_short 146.7 323-514 323-514 1.2e-46 5.8e-43
Q02207 MaoC_dehydratas 127.2 773-889 773-889 5.4e-41 2.6e-37
P15442 RWD 63.6 13-125 13-125 5.1e-21 2e-17
P15442 Pkinase 67 293-527 293-527 4.6e-22 1.8e-18
P15442 Pkinase 46 599-699 599-699 1.1e-15 4.4e-12
P15442 Pkinase 151.8 741-981 741-981 6.3e-48 2.4e-44
P15442 tRNA-synt_His 53.2 1069-1357 1069-1357 7.5e-18 2.9e-14
P15442 HGTP_anticodon2 299.4 1387-1657 1387-1657 6.3e-93 2.4e-89
Q12434 Rho_GDI 212.1 3-202 3-202 3.3e-67 6.4e-63
Q03835 Thioredoxin 53.9 3-107 3-107 1.6e-18 1.5e-14
Q03835 Glutaredoxin 62.5 163-227 163-227 3.5e-21 3.3e-17
P02294 Histone 69.1 1-105 1-105 4.9e-23 4.7e-19
P53258 GRAM 76.9 29-160 29-160 1.8e-25 1.1e-21
P53258 RabGAP-TBC 177.2 247-452 247-452 5.6e-56 3.6e-52
Q03532 DEAD 156.8 66-238 66-238 1e-49 4.9e-46
Q03532 Helicase_C 87.6 275-384 275-384 1.4e-28 6.9e-25
Q03532 DUF4217 68.1 425-485 425-485 1.3e-22 6.1e-19
P02309 CENP-T_C 35 17-99 17-99 1.3e-12 1.2e-08
P16622 Ferrochelatase 334.6 38-357 38-357 2.9e-104 5.5e-100
P53685 DUF592 198.9 45-207 45-207 4e-63 3.8e-59
P53685 SIR2 231.4 208-347,378-419 208-347,378-419 7.5e-73 7.2e-69
P53389 MFS_1 107 67-238,275-276,338-530 67-238,338-530 5.2e-35 9.9e-31
P47119 Ham1p_like 177.9 6-191 6-191 1.1e-56 2e-52
P46673 Nucleopor_Nup85 638.3 89-697 89-697 6.4e-196 1.2e-191
P53252 Pil1 415.8 1-264 1-264 3.9e-129 7.6e-125
P05375 PEMT 125.3 97-199 97-199 7e-41 1.3e-36
Q06892 NAD_kinase 48.6 70-199 70-199 1.1e-16 1.1e-12
Q06892 NAD_kinase_C 98.3 225-351 225-351 2.7e-32 2.6e-28
Q03880 Pkr1 106.5 2-75 2-75 3.2e-35 6.1e-31
P23594 Metallophos 118.2 110-305 110-305 3.7e-38 7.2e-34
P34221 PP2C 289.1 22-280 22-280 1.8e-90 3.5e-86
P39966 PP2C 286.6 22-279 22-279 1.1e-89 2.1e-85
P39105 PLA2_B 778.8 99-586 99-586 9e-239 1.7e-234
P38801 Sas10_Utp3 39.1 11-89 11-89 4.9e-14 9.4e-10
Q08278 Med7 229.5 10-203 10-203 2e-72 3.8e-68
P0CW40 Alpha-amylase 441.5 37-408 37-408 1.4e-136 2.7e-132
P23060 PfkB 38.8 128-324 128-324 3.6e-14 6.9e-10
P03873 Cytochrome_B 150.6 17-186 17-186 7.3e-48 4.7e-44
P03873 LAGLIDADG_2 184.9 223-403 223-403 1.8e-58 1.2e-54
P50113 ACPS 38.4 132-237 132-237 6.4e-14 1.2e-09
P47035 Cytokin_check_N 108.9 71-142 71-142 4.9e-36 9.5e-32
P08466 Endonuclease_NS 228.6 55-290 55-290 4.7e-72 8.9e-68
P40545 His_biosynth 91.5 3-247 3-247 3e-30 5.7e-26
P28627 Peptidase_S26 41.2 9-115 9-115 8.8e-15 1.7e-10
P32337 Importin_rep_4 98.9 274-366 274-366 7.3e-32 1.7e-28
P32337 HEAT_EZ 42.7 381-435 381-435 2.6e-14 6.3e-11
P32337 Importin_rep_6 101.9 766-870 766-870 1.1e-32 2.5e-29
P32337 Importin_rep_5 65.3 1001-1054 1001-1054 1.8e-21 4.3e-18
P38860 GTP1_OBG 90.4 92-212 92-212 2e-29 9.6e-26
P38860 GTP1_OBG 31.5 277-338 277-338 2.7e-11 1.3e-07
P38860 MMR_HSR1 76.9 341-461 341-461 2.7e-25 1.3e-21
P53317 NOP19 188.6 1-149 1-149 2.6e-60 5.1e-56
Q07418 Pex19 194.8 66-342 66-342 1.1e-61 2e-57
Q12245 POC3_POC4 111.5 1-143 1-143 1.8e-36 3.5e-32
P36081 Psg1 178 143-348 143-348 9.6e-57 1.8e-52
Q02771 PET117 111.2 4-88 4-88 1.2e-36 2.3e-32
P39006 PS_Dcarbxylase 236 183-247,326-413,444-493 183-247,326-413,444-493 1.5e-74 2.8e-70
P23292 Pkinase 84.9 76-319 76-319 9.7e-28 6.2e-24
P34078 LTV 364.5 6-408 6-408 5.9e-113 1.1e-108
P53846 Yae1_N 41.9 14-55 14-55 3.3e-15 6.4e-11
P53869 Mrx7 104.2 7-72 7-72 1.7e-34 3.3e-30
Q05473 MMR_HSR1 56.2 135-254 135-254 3.5e-19 3.4e-15
P0CY06 MATalpha_HMGbox 52.2 48-151 48-151 2.6e-18 4.9e-14
P52919 NBP1 306.3 1-319 1-319 1.7e-95 3.3e-91
P53883 RRM_1 61 241-311 241-311 4e-21 7.6e-17
Q02892 NOG1_N 156.2 5-164 5-164 2e-49 7.6e-46
Q02892 NOG1 89.1 234-291 234-291 3.2e-29 1.2e-25
Q02892 NOGCT 94.5 396-449 396-449 7.6e-31 2.9e-27
P40550 ABC_tran 35.7 49-200 49-200 2.4e-12 1.2e-08
P40550 ABC2_membrane 121.7 365-575 365-575 6e-39 2.9e-35
P40550 PDR_CDR 79.6 587-668 587-668 2.6e-26 1.3e-22
P40550 ABC_tran 59.6 766-906 766-906 9.8e-20 4.7e-16
P40550 ABC2_membrane_7 25.3 935-1010 935-1010 1.4e-09 6.9e-06
P40550 ABC2_membrane 120.5 1072-1283 1072-1283 1.4e-38 6.8e-35
P33401 PGM_PMM_I 118.1 15-161 15-161 5e-38 2.4e-34
P33401 PGM_PMM_II 42.7 192-303 192-303 1.6e-14 7.7e-11
P33401 PGM_PMM_III 91.1 309-430 309-430 1.2e-29 5.6e-26
P33401 PGM_PMM_IV 25.4 446-548 446-548 2.8e-09 1.3e-05
P39008 CAF1 35.9 163-287 163-287 2.8e-13 5.4e-09
P40968 WD40 22.6 152-191 152-191 1.5e-08 0.00014
P40968 WD40 27.4 196-234 196-234 4.8e-10 4.6e-06
